298,20001
994,20002
649,20003
1185,20004
567,20005
1519,20006
194,20007
134,20008
993,20009
945,20010
1004,20011
688,20012
794,20013
135,20014
1413,20015
671,20016
15,20017
734,20018
1131,20019
1513,20020
505,20021
122,20022
211,20023
704,20024
1486,20025
1052,20026
821,20027
540,20028
674,20029
655,20030
1327,20031
2,20032
496,20033
314,20034
212,20035
1553,20036
1176,20037
1140,20038
1009,20039
198,20040
793,20041
1370,20042
112,20043
598,20044
1100,20045
781,20046
1545,20047
762,20048
764,20049
1166,20050
1541,20051
1105,20052
21,20053
1557,20054
1474,20055
206,20056
654,20057
538,20058
770,20059
238,20060
92,20061
180,20062
757,20063
964,20064
1021,20065
93,20066
98,20067
264,20068
682,20069
1018,20070
472,20071
177,20072
738,20073
256,20074
453,20075
905,20076
507,20077
230,20078
804,20079
582,20080
1501,20081
581,20082
694,20083
784,20084
552,20085
579,20086
1003,20087
1178,20088
597,20089
1425,20090
938,20091
1027,20092
948,20093
161,20094
1013,20095
195,20096
524,20097
1462,20098
127,20099
838,20100
1016,20101
872,20102
949,20103
686,20104
978,20105
1307,20106
664,20107
719,20108
850,20109
103,20110
1167,20111
699,20112
1238,20113
116,20114
630,20115
646,20116
165,20117
1092,20118
666,20119
1263,20120
1020,20121
124,20122
240,20123
871,20124
1445,20125
113,20126
643,20127
1141,20128
1559,20129
199,20130
855,20131
707,20132
687,20133
927,20134
901,20135
45,20136
849,20137
632,20138
1097,20139
171,20140
1164,20141
1031,20142
429,20143
1201,20144
1053,20145
829,20146
317,20147
565,20148
977,20149
1452,20150
1335,20151
1234,20152
1008,20153
35,20154
150,20155
428,20156
696,20157
1391,20158
120,20159
347,20160
1490,20161
1249,20162
536,20163
5,20164
562,20165
1000,20166
106,20167
754,20168
1,20169
1137,20170
611,20171
18,20172
709,20173
1038,20174
335,20175
38,20176
253,20177
1280,20178
81,20179
1111,20180
750,20181
381,20182
215,20183
1265,20184
390,20185
1041,20186
557,20187
633,20188
148,20189
1551,20190
586,20191
588,20192
1371,20193
960,20194
716,20195
1503,20196
758,20197
477,20198
6,20199
771,20200
601,20201
1302,20202
441,20203
596,20204
1172,20205
291,20206
514,20207
91,20208
1193,20209
39,20210
509,20211
1051,20212
920,20213
1171,20214
367,20215
737,20216
176,20217
1219,20218
282,20219
1112,20220
258,20221
746,20222
232,20223
995,20224
1535,20225
786,20226
1255,20227
348,20228
1014,20229
697,20230
1482,20231
1036,20232
110,20233
3,20234
77,20235
1011,20236
1078,20237
296,20238
1010,20239
527,20240
1195,20241
801,20242
294,20243
867,20244
359,20245
1395,20246
119,20247
1449,20248
1059,20249
638,20250
302,20251
590,20252
460,20253
1214,20254
929,20255
1334,20256
1458,20257
1262,20258
1186,20259
827,20260
1033,20261
553,20262
711,20263
1228,20264
723,20265
1441,20266
1298,20267
1295,20268
1060,20269
1549,20270
594,20271
126,20272
830,20273
1187,20274
583,20275
257,20276
670,20277
971,20278
1221,20279
998,20280
1022,20281
1523,20282
159,20283
220,20284
32,20285
412,20286
43,20287
627,20288
203,20289
1448,20290
133,20291
679,20292
1135,20293
955,20294
690,20295
226,20296
642,20297
895,20298
392,20299
1507,20300
1032,20301
144,20302
208,20303
645,20304
1225,20305
139,20306
151,20307
899,20308
981,20309
1300,20310
86,20311
822,20312
681,20313
1400,20314
70,20315
52,20316
41,20317
438,20318
1330,20319
499,20320
689,20321
1055,20322
954,20323
700,20324
720,20325
858,20326
172,20327
84,20328
61,20329
683,20330
1173,20331
1461,20332
1275,20333
201,20334
752,20335
400,20336
209,20337
669,20338
1283,20339
531,20340
875,20341
1244,20342
1128,20343
1322,20344
1102,20345
451,20346
1379,20347
525,20348
1312,20349
1212,20350
162,20351
1124,20352
1404,20353
593,20354
1126,20355
1230,20356
182,20357
354,20358
399,20359
1046,20360
870,20361
510,20362
828,20363
174,20364
623,20365
665,20366
59,20367
1358,20368
747,20369
87,20370
114,20371
741,20372
782,20373
561,20374
224,20375
652,20376
859,20377
197,20378
1446,20379
573,20380
1273,20381
1207,20382
866,20383
425,20384
1415,20385
1515,20386
1528,20387
605,20388
796,20389
996,20390
818,20391
1232,20392
1040,20393
817,20394
463,20395
956,20396
204,20397
820,20398
99,20399
961,20400
1023,20401
328,20402
96,20403
684,20404
1090,20405
972,20406
1087,20407
349,20408
319,20409
1440,20410
613,20411
109,20412
244,20413
966,20414
97,20415
628,20416
1532,20417
1181,20418
1454,20419
1339,20420
360,20421
1123,20422
984,20423
78,20424
210,20425
603,20426
1355,20427
299,20428
1304,20429
1498,20430
1422,20431
802,20432
894,20433
511,20434
411,20435
1037,20436
1476,20437
374,20438
129,20439
731,20440
500,20441
76,20442
660,20443
1024,20444
1393,20445
1287,20446
880,20447
1143,20448
815,20449
635,20450
769,20451
269,20452
476,20453
706,20454
187,20455
337,20456
280,20457
259,20458
1071,20459
648,20460
393,20461
1558,20462
40,20463
1188,20464
1095,20465
216,20466
255,20467
900,20468
1460,20469
158,20470
71,20471
680,20472
47,20473
1344,20474
1520,20475
498,20476
779,20477
250,20478
36,20479
1434,20480
913,20481
1369,20482
1042,20483
353,20484
356,20485
1276,20486
791,20487
833,20488
1488,20489
1349,20490
857,20491
243,20492
970,20493
1377,20494
636,20495
1218,20496
1062,20497
1064,20498
475,20499
420,20500
1510,20501
1203,20502
1125,20503
444,20504
1329,20505
1246,20506
759,20507
56,20508
729,20509
1236,20510
616,20511
490,20512
268,20513
765,20514
461,20515
1457,20516
1352,20517
188,20518
846,20519
983,20520
869,20521
663,20522
710,20523
840,20524
363,20525
1242,20526
34,20527
309,20528
450,20529
1035,20530
985,20531
755,20532
1274,20533
735,20534
440,20535
1015,20536
213,20537
65,20538
1411,20539
692,20540
1546,20541
1127,20542
1065,20543
748,20544
1067,20545
864,20546
1148,20547
1492,20548
873,20549
1286,20550
396,20551
1396,20552
85,20553
14,20554
1477,20555
1115,20556
1151,20557
1376,20558
60,20559
192,20560
1479,20561
1341,20562
315,20563
1243,20564
1005,20565
661,20566
826,20567
1183,20568
1524,20569
465,20570
733,20571
1360,20572
1149,20573
167,20574
805,20575
651,20576
424,20577
62,20578
1069,20579
841,20580
89,20581
1382,20582
1147,20583
1239,20584
327,20585
672,20586
1478,20587
481,20588
732,20589
570,20590
72,20591
1319,20592
286,20593
1114,20594
644,20595
587,20596
935,20597
973,20598
1108,20599
979,20600
1433,20601
1385,20602
1414,20603
90,20604
1401,20605
331,20606
809,20607
1317,20608
1034,20609
1427,20610
807,20611
589,20612
263,20613
467,20614
766,20615
911,20616
739,20617
1189,20618
427,20619
814,20620
1155,20621
788,20622
156,20623
403,20624
74,20625
910,20626
237,20627
845,20628
537,20629
592,20630
543,20631
1266,20632
990,20633
607,20634
1057,20635
743,20636
1199,20637
1483,20638
693,20639
717,20640
943,20641
897,20642
364,20643
140,20644
485,20645
388,20646
1311,20647
931,20648
351,20649
1536,20650
413,20651
893,20652
223,20653
792,20654
436,20655
432,20656
345,20657
88,20658
1196,20659
1226,20660
169,20661
205,20662
912,20663
343,20664
1277,20665
571,20666
953,20667
799,20668
254,20669
107,20670
539,20671
535,20672
745,20673
1388,20674
1122,20675
1405,20676
168,20677
1109,20678
279,20679
75,20680
51,20681
1216,20682
621,20683
297,20684
19,20685
181,20686
837,20687
385,20688
1299,20689
166,20690
523,20691
1084,20692
549,20693
7,20694
564,20695
132,20696
560,20697
986,20698
1326,20699
1496,20700
768,20701
118,20702
1466,20703
1072,20704
1525,20705
13,20706
947,20707
178,20708
843,20709
207,20710
1421,20711
146,20712
1420,20713
1074,20714
698,20715
662,20716
115,20717
637,20718
657,20719
760,20720
95,20721
761,20722
658,20723
987,20724
42,20725
1258,20726
854,20727
398,20728
202,20729
1170,20730
371,20731
307,20732
423,20733
533,20734
906,20735
145,20736
595,20737
185,20738
375,20739
402,20740
790,20741
196,20742
563,20743
277,20744
544,20745
1085,20746
